interpret,name,phonetic,sound
adj.空论的,doctrinaire,[ˌdɒktrɪˈneə(r)],http://sound.yywz123.com/qsbdcword/d/doctrinaire.mp3
adj.任性的，故意的,wilful,[ˈwɪlfl],http://sound.yywz123.com/qsbdcword/w/wilful.mp3
adj.婚姻的，夫妇的,connubial,[kəˈnju:biəl],http://sound.yywz123.com/qsbdcword/c/connubial.mp3
n.范围；眼界,purview,[ˈpɜ:vju:],http://sound.yywz123.com/qsbdcword/p/purview.mp3
n.纵火狂者；adj.放火狂的,pyromaniac,[ˌpaɪrəʊˈmeɪniæk],http://sound.yywz123.com/qsbdcword/p/pyromaniac.mp3
adj.简要的，精简的,compendious,[kəmˈpendiəs],http://sound.yywz123.com/qsbdcword/c/compendious.mp3
n.协定；宗派间的协约,concordat,[kənˈkɔ:dæt],http://sound.yywz123.com/qsbdcword/c/concordat.mp3
vi.同情；慰问,condole,[kən'dəʊl],http://sound.yywz123.com/qsbdcword/c/condole.mp3
adj.晨曦的；黄昏的；昏暗的,crepuscular,[krɪˈpʌskjələ(r)],http://sound.yywz123.com/qsbdcword/c/crepuscular.mp3
vt.拣选；剔除；n.拣出的东西；剔除,cull,[kʌl],http://sound.yywz123.com/qsbdcword/c/cull.mp3
n.领域，私有土地,demesne,[dəˈmeɪn],http://sound.yywz123.com/qsbdcword/d/demesne.mp3
n.倒塌；毁坏,dilapidation,[dɪˌlæpɪ'deɪʃn],http://sound.yywz123.com/qsbdcword/d/dilapidation.mp3
n.分析；解剖,dissection,[daɪ'sekʃn],http://sound.yywz123.com/qsbdcword/d/dissection.mp3
adj.疯狂的,deranged,[dɪˈreɪndʒd],http://sound.yywz123.com/qsbdcword/d/deranged.mp3
vi. 唱歌；评论 n. 曲调；评论；歌曲 adj. 最高音的,descant,[ˈdeskænt],http://sound.yywz123.com/qsbdcword/d/descant.mp3
vt.远远看到；发现；责备,descry,[dɪˈskraɪ],http://sound.yywz123.com/qsbdcword/d/descry.mp3
n.废止，不用,desuetude,['deswɪtju:d],http://sound.yywz123.com/qsbdcword/d/desuetude.mp3
adj.不调和的,discordant,[dɪsˈkɔ:dənt],http://sound.yywz123.com/qsbdcword/d/discordant.mp3
vt.脱去，剥除,divest,[daɪˈvest],http://sound.yywz123.com/qsbdcword/d/divest.mp3
vt.使不悦；使不满,disgruntle,[dɪs'grʌntl],http://sound.yywz123.com/qsbdcword/d/disgruntle.mp3
adj.不诚恳的，虚伪的,disingenuous,[ˌdɪsɪnˈdʒenjuəs],http://sound.yywz123.com/qsbdcword/d/disingenuous.mp3
n.年老体衰；年老昏聩,dotage,[ˈdəʊtɪdʒ],http://sound.yywz123.com/qsbdcword/d/dotage.mp3
n.渣滓；无用之物,dross,[drɒs],http://sound.yywz123.com/qsbdcword/d/dross.mp3
n.表示亲爱的行为,endearment,[ɪnˈdɪəmənt],http://sound.yywz123.com/qsbdcword/e/endearment.mp3
adj.优生的,eugenic,[ju:'dʒenɪk],http://sound.yywz123.com/qsbdcword/e/eugenic.mp3
n.大口水罐,ewer,[ˈju:ə(r)],http://sound.yywz123.com/qsbdcword/e/ewer.mp3
n.引渡（逃犯）,extradition,[ˌekstrə'dɪʃn],http://sound.yywz123.com/qsbdcword/e/extradition.mp3
n.财政部；国库,exchequer,[ɪksˈtʃekə(r)],http://sound.yywz123.com/qsbdcword/e/exchequer.mp3
n.土地神；侏儒，地精,gnome,[nəʊm],http://sound.yywz123.com/qsbdcword/g/gnome.mp3
adj.流血的；残酷的,gory,[ˈgɔ:ri],http://sound.yywz123.com/qsbdcword/g/gory.mp3
n.棕榈类植物的叶子,frond,[frɒnd],http://sound.yywz123.com/qsbdcword/f/frond.mp3
vt. 使结果实；使肥沃；富有成果 vi. 结果实；有成果,fructify,['frʌktɪfaɪ],http://sound.yywz123.com/qsbdcword/f/fructify.mp3
n.杠杆支点,fulcrum,[ˈfʊlkrəm],http://sound.yywz123.com/qsbdcword/f/fulcrum.mp3
n.官员；公职人员,functionary,[ˈfʌŋkʃənəri],http://sound.yywz123.com/qsbdcword/f/functionary.mp3
adj.悲哀的；送葬的,funereal,[fjuˈnɪəriəl],http://sound.yywz123.com/qsbdcword/f/funereal.mp3
n.浮夸的；厚粗棉布,fustian,[ˈfʌstiən],http://sound.yywz123.com/qsbdcword/f/fustian.mp3
adj.矫饰的，浮华的,foppish,[ˈfɔpɪʃ],http://sound.yywz123.com/qsbdcword/f/foppish.mp3
n.打架；吵闹,fracas,['frækɑ:],http://sound.yywz123.com/qsbdcword/f/fracas.mp3
n.脆弱；意志薄弱,frailty,[ˈfreɪlti],http://sound.yywz123.com/qsbdcword/f/frailty.mp3
n.野丫头，淘气姑娘,hoyden,['hɔɪdn],http://sound.yywz123.com/qsbdcword/h/hoyden.mp3
n.小丘,hummock,[ˈhʌmək],http://sound.yywz123.com/qsbdcword/h/hummock.mp3
adj.强求的；纠缠不休的,importunate,[ɪmˈpɔ:tʃənət],http://sound.yywz123.com/qsbdcword/i/importunate.mp3
n.负担；恶梦,incubus,[ˈɪŋkjʊbəs],http://sound.yywz123.com/qsbdcword/i/incubus.mp3
n.竞选活动,hustings,[ˈhʌstɪŋz],http://sound.yywz123.com/qsbdcword/h/hustings.mp3
n.天芥菜；淡紫色,heliotrope,[ˈhi:liətrəʊp],http://sound.yywz123.com/qsbdcword/h/heliotrope.mp3
n.归罪，责难,imputation,[ˌɪmpjʊ'teɪʃn],http://sound.yywz123.com/qsbdcword/i/imputation.mp3
n.忘恩负义的人,ingrate,[ɪn'greɪt],http://sound.yywz123.com/qsbdcword/i/ingrate.mp3
n.金钱，财富,lucre,[ˈlu:kə(r)],http://sound.yywz123.com/qsbdcword/l/lucre.mp3
adj.爱管闲事的,meddlesome,[ˈmedlsəm],http://sound.yywz123.com/qsbdcword/m/meddlesome.mp3
n.混合物；大杂烩,melange,[meɪˈlɑ:nʒ],http://sound.yywz123.com/qsbdcword/m/melange.mp3
n.恶棍,miscreant,[ˈmɪskriənt],http://sound.yywz123.com/qsbdcword/m/miscreant.mp3
n.误称,misnomer,[ˌmɪsˈnəʊmə(r)],http://sound.yywz123.com/qsbdcword/m/misnomer.mp3
n.乞丐；adj.行乞的,mendicant,[ˈmendɪkənt],http://sound.yywz123.com/qsbdcword/m/mendicant.mp3
adj.目光短浅的，缺乏远见的,myopic,[maɪ'ɒpɪk],http://sound.yywz123.com/qsbdcword/m/myopic.mp3
adj.流行的，时髦的,modish,[ˈməʊdɪʃ],http://sound.yywz123.com/qsbdcword/m/modish.mp3
n.耻辱，责难,opprobrium,[əˈprəʊbriəm],http://sound.yywz123.com/qsbdcword/o/opprobrium.mp3
n.勇气，精神,mettle,[ˈmetl],http://sound.yywz123.com/qsbdcword/m/mettle.mp3
n.（回教寺院的）尖塔,minaret,[ˌmɪnəˈret],http://sound.yywz123.com/qsbdcword/m/minaret.mp3
n.江湖郎中；骗子,mountebank,[ˈmaʊntɪbæŋk],http://sound.yywz123.com/qsbdcword/m/mountebank.mp3
n.方言；混合语,patois,[ˈpætwɑ:],http://sound.yywz123.com/qsbdcword/p/patois.mp3
n.（演说等之）结论,peroration,[ˌperəˈreɪʃn],http://sound.yywz123.com/qsbdcword/p/peroration.mp3
adj.粗俗的；平民的；n.平民；庶民,plebeian,[pləˈbi:ən],http://sound.yywz123.com/qsbdcword/p/plebeian.mp3
n.（文体的）明晰,perspicuity,[ˌpɜ:spɪ'kju:ɪtɪ],http://sound.yywz123.com/qsbdcword/p/perspicuity.mp3
adj.卖弄学问的；迂腐的,pedantic,[pɪˈdæntɪk],http://sound.yywz123.com/qsbdcword/p/pedantic.mp3
n.（日蚀）半影部,penumbra,[pəˈnʌmbrə],http://sound.yywz123.com/qsbdcword/p/penumbra.mp3
vi. 玩弄女性；调情；轻率地对待 n. 玩弄女性；调情；玩弄女性者,philander,[fɪ'lændə],http://sound.yywz123.com/qsbdcword/p/philander.mp3
adj.心不在焉的,distrait,[dɪs'treɪ],http://sound.yywz123.com/qsbdcword/d/distrait.mp3
n.占卜，预测,divination,[ˌdɪvɪˈneɪʃn],http://sound.yywz123.com/qsbdcword/d/divination.mp3
adj.勇猛的，坚强的,doughty,[ˈdaʊti],http://sound.yywz123.com/qsbdcword/d/doughty.mp3
vi.细说，详述,expatiate,[ɪkˈspeɪʃieɪt],http://sound.yywz123.com/qsbdcword/e/expatiate.mp3
vt. 灌醉；使陶醉；使兴奋 adj. 酒醉的；醉醺醺的；陶醉的 n. 酒鬼；醉汉,inebriate,[ɪn'i:brɪeɪt],http://sound.yywz123.com/qsbdcword/i/inebriate.mp3
n.诡计，计策；诡计,ruse,[ru:z],http://sound.yywz123.com/qsbdcword/r/ruse.mp3
n.漠不关心,insouciance,[ɪnˈsu:siəns],http://sound.yywz123.com/qsbdcword/i/insouciance.mp3
n.渊博；深奥，深刻,profundity,[prəˈfʌndəti],http://sound.yywz123.com/qsbdcword/p/profundity.mp3
n.选举学,psephology,[siˈfɒlədʒi],http://sound.yywz123.com/qsbdcword/p/psephology.mp3
adj.极端拘谨的；道德严格的,puritanical,[ˌpjʊərɪˈtænɪkl],http://sound.yywz123.com/qsbdcword/p/puritanical.mp3
adj.打鼾的,stertorous,['stɜ:tərəs],http://sound.yywz123.com/qsbdcword/s/stertorous.mp3
adj.宣泄情绪的；n.泻剂,cathartic,[kə'θɑ:tɪk],http://sound.yywz123.com/qsbdcword/c/cathartic.mp3
adj.混有盐的；咸的,brackish,[ˈbrækɪʃ],http://sound.yywz123.com/qsbdcword/b/brackish.mp3
n.车队等的行列,cavalcade,[ˌkævlˈkeɪd],http://sound.yywz123.com/qsbdcword/c/cavalcade.mp3
adj.有斑纹的,brindled,['brɪndld],http://sound.yywz123.com/qsbdcword/b/brindled.mp3
adj.向心的,centripetal,[senˈtrɪpɪtl],http://sound.yywz123.com/qsbdcword/c/centripetal.mp3
n.姓；绰号,cognomen,[kɒg'nəʊmen],http://sound.yywz123.com/qsbdcword/c/cognomen.mp3
n.手相术,chiromancy,[ˈkaɪrəʊmænsi],http://sound.yywz123.com/qsbdcword/c/chiromancy.mp3
n.便餐；整理,collation,[kə'leɪʃn],http://sound.yywz123.com/qsbdcword/c/collation.mp3
n.血缘；亲族,consanguinity,[ˌkɒnsæŋˈgwɪnəti],http://sound.yywz123.com/qsbdcword/c/consanguinity.mp3
n.游历，旅行,peregrination,[ˌperəgrɪˈneɪʃn],http://sound.yywz123.com/qsbdcword/p/peregrination.mp3
adj.拘泥形式的，一本正经的；n.循规蹈矩，整洁；adv.循规蹈矩地，整洁地,prim,[prɪm],http://sound.yywz123.com/qsbdcword/p/prim.mp3
adj.私用的；隐密的,privy,[ˈprɪvi],http://sound.yywz123.com/qsbdcword/p/privy.mp3
n.刍草；秣料,provender,['prɒvɪndə],http://sound.yywz123.com/qsbdcword/p/provender.mp3
n.曲解；堕落；反常,perversion,[pəˈvɜ:ʃn],http://sound.yywz123.com/qsbdcword/p/perversion.mp3
n.（赎罪的）惩罪,penance,[ˈpenəns],http://sound.yywz123.com/qsbdcword/p/penance.mp3
adj.通晓数种语言的；n.通晓多种语言的人,polyglot,[ˈpɒliglɒt],http://sound.yywz123.com/qsbdcword/p/polyglot.mp3
n.任性；刚愎自用,perversity,[pə'vɜ:sɪtɪ],http://sound.yywz123.com/qsbdcword/p/perversity.mp3
n.混合之事物；百花香,potpourri,[ˌpəʊpʊˈri:],http://sound.yywz123.com/qsbdcword/p/potpourri.mp3
n.闲谈；v.（小孩般）天真无邪地说话；发出连续而无意义的声音,prattle,[ˈprætl],http://sound.yywz123.com/qsbdcword/p/prattle.mp3
n.前言；序文,preamble,[priˈæmbl],http://sound.yywz123.com/qsbdcword/p/preamble.mp3
adj.鱼的；渔业的,piscatorial,[ˌpɪskəˈtɔ:riəl],http://sound.yywz123.com/qsbdcword/p/piscatorial.mp3
adj.（足等）适于抓握的,prehensile,[prɪˈhensaɪl],http://sound.yywz123.com/qsbdcword/p/prehensile.mp3
adj.假定的,putative,[ˈpju:tətɪv],http://sound.yywz123.com/qsbdcword/p/putative.mp3
adj.预防疾病的；n.预防疾病,prophylactic,[ˌprɒfɪˈlæktɪk],http://sound.yywz123.com/qsbdcword/p/prophylactic.mp3
adj.推进的,propulsive,[prə'pʌlsɪv],http://sound.yywz123.com/qsbdcword/p/propulsive.mp3
vi. （在重量、数量、力量等方面）占优势 vt. 胜过；压倒,preponderate,[prɪ'pɒndəreɪt],http://sound.yywz123.com/qsbdcword/p/preponderate.mp3
vi. 劝诱改宗 vt. 使改宗,proselytize,[ˈprɒsələtaɪz],http://sound.yywz123.com/qsbdcword/p/proselytize.mp3
n.诗体论，作诗法,prosody,[ˈprɒsədi],http://sound.yywz123.com/qsbdcword/p/prosody.mp3
vt. 取悦；盛情款待 vi. 参加宴会；享用；享受 n. 款待,regale,[rɪˈgeɪl],http://sound.yywz123.com/qsbdcword/r/regale.mp3
n.投射物，发射体；adj.向前开进的；推进的；抛掷的,projectile,[prəˈdʒektaɪl],http://sound.yywz123.com/qsbdcword/p/projectile.mp3
adj.有报酬的,remunerative,[rɪˈmju:nərətɪv],http://sound.yywz123.com/qsbdcword/r/remunerative.mp3
vt. 使定居乡村；使乡气 vi. 去乡下；变得乡气,rusticate,['rʌstɪkeɪt],http://sound.yywz123.com/qsbdcword/r/rusticate.mp3
vt.报酬，报答,requite,[rɪˈkwaɪt],http://sound.yywz123.com/qsbdcword/r/requite.mp3
n.技巧，花招,sleight,[slaɪt],http://sound.yywz123.com/qsbdcword/s/sleight.mp3
n.坟墓,sepulcher,['sepəlkə],http://sound.yywz123.com/qsbdcword/s/sepulcher.mp3
n.懒人；adj.懒惰的,sluggard,[ˈslʌgəd],http://sound.yywz123.com/qsbdcword/s/sluggard.mp3
adj.前后一致的；盲从的；顺从的,sequacious,[sɪ'kweɪʃəs],http://sound.yywz123.com/qsbdcword/s/sequacious.mp3
n.水闸,sluice,[slu:s],http://sound.yywz123.com/qsbdcword/s/sluice.mp3
n.六翼天使,seraph,[ˈserəf],http://sound.yywz123.com/qsbdcword/s/seraph.mp3
adj.拥挤的；密集的,serried,[ˈserid],http://sound.yywz123.com/qsbdcword/s/serried.mp3
n.白霜；v.使蒙霜,rime,[raɪm],http://sound.yywz123.com/qsbdcword/r/rime.mp3
n.离职金；切断,severance,[ˈsevərəns],http://sound.yywz123.com/qsbdcword/s/severance.mp3
n.洛可可；adj.过分修饰的,rococo,[rəˈkəukəu],http://sound.yywz123.com/qsbdcword/r/rococo.mp3
n.陈规陋习；口令；暗语,shibboleth,[ˈʃɪbəleθ],http://sound.yywz123.com/qsbdcword/s/shibboleth.mp3
adj.预言的；神巫的,sibylline,[ˈsɪbɪlaɪn],http://sound.yywz123.com/qsbdcword/s/sibylline.mp3
adj.似猿猴的；n.类人猿，猴,simian,[ˈsɪmiən],http://sound.yywz123.com/qsbdcword/s/simian.mp3
vt. 止血；使不漏；平息 vi. 停止流出；adj.坚固的；坚定的,stanch,[stɔ:ntʃ],http://sound.yywz123.com/qsbdcword/s/stanch.mp3
adj.有纵线，条纹的,striated,[straɪ'eɪtɪd],http://sound.yywz123.com/qsbdcword/s/striated.mp3
n.总和；最后辩论,summation,[sʌˈmeɪʃn],http://sound.yywz123.com/qsbdcword/s/summation.mp3
vt.愚弄；使呆滞,stultify,['stʌltɪfaɪ],http://sound.yywz123.com/qsbdcword/s/stultify.mp3
n.音色，音质,timbre,[ˈtæmbə(r)],http://sound.yywz123.com/qsbdcword/t/timbre.mp3
vt. 使觉得痒；使高兴 vi. 感到兴奋；被激发,titillate,[ˈtɪtɪleɪt],http://sound.yywz123.com/qsbdcword/t/titillate.mp3
n.诡计；藉口,subterfuge,[ˈsʌbtəfju:dʒ],http://sound.yywz123.com/qsbdcword/s/subterfuge.mp3
n.演绎法，三段论法,syllogism,[ˈsɪlədʒɪzəm],http://sound.yywz123.com/qsbdcword/s/syllogism.mp3
adj.森林的,sylvan,[ˈsɪlvən],http://sound.yywz123.com/qsbdcword/s/sylvan.mp3
n.弹道，轨道,trajectory,[trəˈdʒektəri],http://sound.yywz123.com/qsbdcword/t/trajectory.mp3
n.糖蜜,treacle,[ˈtri:kl],http://sound.yywz123.com/qsbdcword/t/treacle.mp3
n.古代穴居者；井底之蛙,troglodyte,[ˈtrɒglədaɪt],http://sound.yywz123.com/qsbdcword/t/troglodyte.mp3
n.无价值的杂物；adj.（物品）中看不中用的,trumpery,[ˈtrʌmpəri],http://sound.yywz123.com/qsbdcword/t/trumpery.mp3
n.约会；v.与…幽会,tryst,[trɪst],http://sound.yywz123.com/qsbdcword/t/tryst.mp3
n.可耻；邪恶,turpitude,[ˈtɜ:pɪtju:d],http://sound.yywz123.com/qsbdcword/t/turpitude.mp3
adj.保护的；守护的,tutelary,['tju:tɪlərɪ],http://sound.yywz123.com/qsbdcword/t/tutelary.mp3
adj.竞争的；比赛的,vying,[ˈvaɪɪŋ],http://sound.yywz123.com/qsbdcword/v/vying.mp3
n.V形臂章；V形图案,chevron,[ˈʃevrən],http://sound.yywz123.com/qsbdcword/c/chevron.mp3
"n.驴叫声, 喇叭声；v.驴叫",bray,[breɪ],http://sound.yywz123.com/qsbdcword/b/bray.mp3
n.引用，引证，引用文；传票,citation,[saɪˈteɪʃn],http://sound.yywz123.com/qsbdcword/c/citation.mp3
n.扭弯，扭歪，曲解,contortion,[kənˈtɔ:ʃn],http://sound.yywz123.com/qsbdcword/c/contortion.mp3
vt.剥夺；使赤裸,denude,[dɪˈnju:d],http://sound.yywz123.com/qsbdcword/d/denude.mp3
n.驱逐，放逐,deportation,[ˌdi:pɔ:'teɪʃn],http://sound.yywz123.com/qsbdcword/d/deportation.mp3
n.不适当；愚笨，愚昧的言行,ineptitude,[ɪˈneptɪtju:d],http://sound.yywz123.com/qsbdcword/i/ineptitude.mp3
n.油布，油毯,linoleum,[lɪˈnəʊliəm],http://sound.yywz123.com/qsbdcword/l/linoleum.mp3
n.线头；绷带用麻布，皮棉,lint,[lɪnt],http://sound.yywz123.com/qsbdcword/l/lint.mp3
adj.粗鲁的,loutish,['laʊtɪʃ],http://sound.yywz123.com/qsbdcword/l/loutish.mp3
n.微枝末节，细节,minutia,[maɪ'nju:ʃɪə],http://sound.yywz123.com/qsbdcword/m/minutia.mp3
adj.黑暗的，朦胧的；adv.阴暗地，混浊地；n.阴暗；昏暗,murky,[ˈmɜ:ki],http://sound.yywz123.com/qsbdcword/m/murky.mp3
n.记忆术,mnemonics,[ni:'mɒnɪks],http://sound.yywz123.com/qsbdcword/m/mnemonics.mp3
vt.溺爱，娇养,mollycoddle,[ˈmɒlikɒdl],http://sound.yywz123.com/qsbdcword/m/mollycoddle.mp3
vt. 使焦躁；使气恼 vi. 焦躁；气恼；惹恼 n. 怨恨；麻烦的事物；触怒,peeve,[pi:v],http://sound.yywz123.com/qsbdcword/p/peeve.mp3
n.嘲弄；v.使受公众嘲笑；将…示众,pillory,[ˈpɪləri],http://sound.yywz123.com/qsbdcword/p/pillory.mp3
n.装模作样的人,poseur,[pəʊˈzɜ:(r)],http://sound.yywz123.com/qsbdcword/p/poseur.mp3
vt. 打扮；用嘴整理；赞扬 vi. 洋洋自得；把（自己）打扮漂亮,preen,[pri:n],http://sound.yywz123.com/qsbdcword/p/preen.mp3
adj.装淑女样子的，装规矩的，过分规矩的；adv.过分拘谨地,prudish,[ˈpru:dɪʃ],http://sound.yywz123.com/qsbdcword/p/prudish.mp3
vt. 折叠；使起皱；使缩拢 vi. 折叠；皱起；缩拢 n. 皱纹；皱褶,pucker,[ˈpʌkə(r)],http://sound.yywz123.com/qsbdcword/p/pucker.mp3
n.美丽,pulchritude,[ˈpʌlkrɪtju:d],http://sound.yywz123.com/qsbdcword/p/pulchritude.mp3
vi. 供应；供给 vt. 供应；供给,purvey,[pəˈveɪ],http://sound.yywz123.com/qsbdcword/p/purvey.mp3
vt. 删除；减少；紧缩开支 vi. 节省；紧缩,retrench,[rɪˈtrentʃ],http://sound.yywz123.com/qsbdcword/r/retrench.mp3
vt.改造，改型，改变,remodel,[ˌri:ˈmɒdl],http://sound.yywz123.com/qsbdcword/r/remodel.mp3
n抗议，抱怨,remonstrance,[rɪˈmɒnstrəns],http://sound.yywz123.com/qsbdcword/r/remonstrance.mp3
n.斥责，责备,reproof,[rɪˈpru:f],http://sound.yywz123.com/qsbdcword/r/reproof.mp3
n.被卷进争端,crossfire,[ˈkrɒsfaɪə(r)],http://sound.yywz123.com/qsbdcword/c/crossfire.mp3
vi. 减损；贬损 vt. 毁损；贬低；诽谤,derogate,[ˈderəgeɪt],http://sound.yywz123.com/qsbdcword/d/derogate.mp3
adj.不整洁的；过旧的,dowdy,[ˈdaʊdi],http://sound.yywz123.com/qsbdcword/d/dowdy.mp3
n.劳碌的人；v.做苦工，操劳,drudge,[drʌdʒ],http://sound.yywz123.com/qsbdcword/d/drudge.mp3
n.竞争；仿效,emulation,[ˌemjʊ'leɪʃn],http://sound.yywz123.com/qsbdcword/e/emulation.mp3
vt. 使…乳化 vi. 乳化,emulsify,[ɪˈmʌlsɪfaɪ],http://sound.yywz123.com/qsbdcword/e/emulsify.mp3
vt. 确立，牢固；用壕沟围住；挖掘 vi. 侵犯；挖掘壕沟 n.壕沟；防御设施,entrench,[ɪn'trentʃ],http://sound.yywz123.com/qsbdcword/e/entrench.mp3
n.悦耳的语音,euphony,['ju:fənɪ],http://sound.yywz123.com/qsbdcword/e/euphony.mp3
n.苍穹；最高层,firmament,[ˈfɜ:məmənt],http://sound.yywz123.com/qsbdcword/f/firmament.mp3
n.（名誉等）丧失,forfeiture,[ˈfɔ:fɪtʃə(r)],http://sound.yywz123.com/qsbdcword/f/forfeiture.mp3
v.伪造；n.（钱、文件等的）伪造者,forger,[ˈfɔ:dʒə(r)],http://sound.yywz123.com/qsbdcword/f/forger.mp3
vt.放弃，抛弃,forgo,[fɔ:'ɡəʊ],http://sound.yywz123.com/qsbdcword/f/forgo.mp3
n.护航舰，大型驱逐舰,frigate,[ˈfrɪgət],http://sound.yywz123.com/qsbdcword/f/frigate.mp3
n.怀孕；酝酿,gestation,[dʒeˈsteɪʃn],http://sound.yywz123.com/qsbdcword/g/gestation.mp3
v.对小事斤斤计较，琐事,gnat,[næt],http://sound.yywz123.com/qsbdcword/g/gnat.mp3
n.丑陋女人，蛇发女怪,gorgon,[ˈgɔ:gən],http://sound.yywz123.com/qsbdcword/g/gorgon.mp3
vi.怒目而视,glower,[ˈglaʊə(r)],http://sound.yywz123.com/qsbdcword/g/glower.mp3
n.牢骚，不满；v.抱怨,grouch,[graʊtʃ],http://sound.yywz123.com/qsbdcword/g/grouch.mp3
adj.勉强的，吝啬的,grudging,[ˈgrʌdʒɪŋ],http://sound.yywz123.com/qsbdcword/g/grudging.mp3
n.深谷，峡谷,gulch,[gʌltʃ],http://sound.yywz123.com/qsbdcword/g/gulch.mp3
n.碎石,detritus,[dɪˈtraɪtəs],http://sound.yywz123.com/qsbdcword/d/detritus.mp3
adj.（政治上）不满的，叛离的,disaffected,[ˌdɪsəˈfektɪd],http://sound.yywz123.com/qsbdcword/d/disaffected.mp3
n.担心，焦虑,disquiet,[dɪsˈkwaɪət],http://sound.yywz123.com/qsbdcword/d/disquiet.mp3
vt.使失态，使为难,discommode,[ˌdɪskə'məʊd],http://sound.yywz123.com/qsbdcword/d/discommode.mp3
n.剥夺,divestiture,[daɪ'vestɪtʃə],http://sound.yywz123.com/qsbdcword/d/divestiture.mp3
vt.给予选举权，解放,enfranchise,[ɪnˈfræntʃaɪz],http://sound.yywz123.com/qsbdcword/e/enfranchise.mp3
n.劝告，规劝,exhortation,[ˌeɡzɔ:'teɪʃn],http://sound.yywz123.com/qsbdcword/e/exhortation.mp3
n.象形文字， 图画文字,hieroglyph,[ˈhaɪərəglɪf],http://sound.yywz123.com/qsbdcword/h/hieroglyph.mp3
n.自由职业者,freelancer,[ˈfri:lɑ:nsə(r)],http://sound.yywz123.com/qsbdcword/f/freelancer.mp3
adj.易碎的,friable,[ˈfraɪəbl],http://sound.yywz123.com/qsbdcword/f/friable.mp3
n.傲慢，骄傲,hubris,[ˈhju:brɪs],http://sound.yywz123.com/qsbdcword/h/hubris.mp3
vt. 狂饮；暴食 vi. 狂饮；暴食；狼吞虎咽 n. 狂饮；豪饮作乐,guzzle,[ˈgʌzl],http://sound.yywz123.com/qsbdcword/g/guzzle.mp3
adj.不适当的,infelicitous,[ˌɪnfɪ'lɪsɪtəs],http://sound.yywz123.com/qsbdcword/i/infelicitous.mp3
n.火海；地狱般的场所,inferno,[ɪnˈfɜ:nəʊ],http://sound.yywz123.com/qsbdcword/i/inferno.mp3
n.邪恶；不公正,iniquity,[ɪˈnɪkwəti],http://sound.yywz123.com/qsbdcword/i/iniquity.mp3
adj.未亵渎的，未受侵犯的,inviolate,[ɪnˈvaɪələt],http://sound.yywz123.com/qsbdcword/i/inviolate.mp3
adj.发怒的，生气,irate,[aɪˈreɪt],http://sound.yywz123.com/qsbdcword/i/irate.mp3
adj.无决断的，优柔寡断的，踌躇不定的,irresolute,[ɪˈrezəlu:t],http://sound.yywz123.com/qsbdcword/i/irresolute.mp3
adj.无节制的，放纵的,intemperate,[ɪnˈtempərət],http://sound.yywz123.com/qsbdcword/i/intemperate.mp3
n.地峡,isthmus,[ˈɪsməs],http://sound.yywz123.com/qsbdcword/i/isthmus.mp3
adj.动听的，令人着迷的，完全吸引某人注意力的；n.铆接（法）,riveting,[ˈrɪvɪtɪŋ],http://sound.yywz123.com/qsbdcword/r/riveting.mp3
vt. 使磨损；践踏；拖着脚走 vi. 磨损；拖着脚走 n. 拖着脚走；磨损之处,scuff,[skʌf],http://sound.yywz123.com/qsbdcword/s/scuff.mp3
vt. 搅浑；惹怒 vi. 动荡；喧闹 n. 小股汹涌的急流,roil,[rɔɪl],http://sound.yywz123.com/qsbdcword/r/roil.mp3
adj.影响深远的；种子的,seminal,[ˈsemɪnl],http://sound.yywz123.com/qsbdcword/s/seminal.mp3
adj.坟墓的，阴深的,sepulchral,[səˈpʌlkrəl],http://sound.yywz123.com/qsbdcword/s/sepulchral.mp3
adj.浑身湿透的；v.使浸透；使呆头呆脑,sodden,[ˈsɒdn],http://sound.yywz123.com/qsbdcword/s/sodden.mp3
n.（陶瓷器、瓦等的）破片，碎片,shard,[ʃɑ:d],http://sound.yywz123.com/qsbdcword/s/shard.mp3
n.诡辩,sophism,['sɒfɪzəm],http://sound.yywz123.com/qsbdcword/s/sophism.mp3
n.滑稽短剧；一群,skit,[skɪt],http://sound.yywz123.com/qsbdcword/s/skit.mp3
vt. 消除；镇压；压碎；使…咯吱咯吱的响 vi. 嘎吱作响 n. 噪声控制；嘎吱声；压倒对方的反驳；压碎的一堆,squelch,[skweltʃ],http://sound.yywz123.com/qsbdcword/s/squelch.mp3
adj.简朴的，刻苦的；n.斯巴达；斯巴达式的人,spartan,[ˈspɑ:tn],http://sound.yywz123.com/qsbdcword/s/spartan.mp3
n. 回转；沼地；极多 vi. 扭转；侧滑；转向；猛拐 vt. 使扭转；使旋转,slew,[slu:],http://sound.yywz123.com/qsbdcword/s/slew.mp3
adj.不修边幅的,sloven,['slʌvən],http://sound.yywz123.com/qsbdcword/s/sloven.mp3
adj.爱说奉承话的,smarmy,[ˈsmɑ:mi],http://sound.yywz123.com/qsbdcword/s/smarmy.mp3
n.诳骗，愚弄，戏弄,spoof,[spu:f],http://sound.yywz123.com/qsbdcword/s/spoof.mp3
n.坚持细节之人,stickler,[ˈstɪklə(r)],http://sound.yywz123.com/qsbdcword/s/stickler.mp3
n.得意地笑；v.傻笑；假笑着说,smirk,[smɜ:k],http://sound.yywz123.com/qsbdcword/s/smirk.mp3
